score,frequency,class
0.59490471,0.344040888,Common_Cancer_Missense
0.597146569,0.347134838,Common_Cancer_Missense
0.599388428,0.350391496,Common_Cancer_Missense
0.601630287,0.353657231,Common_Cancer_Missense
0.603872146,0.357043063,Common_Cancer_Missense
0.606114005,0.360435517,Common_Cancer_Missense
0.608355864,0.363974891,Common_Cancer_Missense
0.610597723,0.367531165,Common_Cancer_Missense
0.612839582,0.371276146,Common_Cancer_Missense
0.61508144,0.375037758,Common_Cancer_Missense
0.617323299,0.378913482,Common_Cancer_Missense
0.619565158,0.382813884,Common_Cancer_Missense
0.621807017,0.386832904,Common_Cancer_Missense
0.624048876,0.39090347,Common_Cancer_Missense
0.626290735,0.395159786,Common_Cancer_Missense
0.628532594,0.399451976,Common_Cancer_Missense
0.630774453,0.403845099,Common_Cancer_Missense
0.633016312,0.40828034,Common_Cancer_Missense
0.635258171,0.412810546,Common_Cancer_Missense
0.63750003,0.417427725,Common_Cancer_Missense
0.639741889,0.422204839,Common_Cancer_Missense
0.641983748,0.427040457,Common_Cancer_Missense
0.644225607,0.431964841,Common_Cancer_Missense
0.646467466,0.43695042,Common_Cancer_Missense
0.648709325,0.442013172,Common_Cancer_Missense
0.650951184,0.447185637,Common_Cancer_Missense
0.653193043,0.452473542,Common_Cancer_Missense
0.655434902,0.457849295,Common_Cancer_Missense
0.657676761,0.463302238,Common_Cancer_Missense
0.65991862,0.468833022,Common_Cancer_Missense
0.662160479,0.474420804,Common_Cancer_Missense
0.664402338,0.480131326,Common_Cancer_Missense
0.666644197,0.485916341,Common_Cancer_Missense
0.668886056,0.491818886,Common_Cancer_Missense
0.671127915,0.497780022,Common_Cancer_Missense
0.673369774,0.503831164,Common_Cancer_Missense
0.675611633,0.509918653,Common_Cancer_Missense
0.677853492,0.516131125,Common_Cancer_Missense
0.680095351,0.522383642,Common_Cancer_Missense
0.682337209,0.528779527,Common_Cancer_Missense
0.684579068,0.535210729,Common_Cancer_Missense
0.686820927,0.541737739,Common_Cancer_Missense
0.689062786,0.548282009,Common_Cancer_Missense
0.691304645,0.554942927,Common_Cancer_Missense
0.693546504,0.561617914,Common_Cancer_Missense
0.695788363,0.568453495,Common_Cancer_Missense
0.698030222,0.575299805,Common_Cancer_Missense
0.700272081,0.582239879,Common_Cancer_Missense
0.70251394,0.58918428,Common_Cancer_Missense
0.704755799,0.596222638,Common_Cancer_Missense
0.706997658,0.603272091,Common_Cancer_Missense
0.709239517,0.610463667,Common_Cancer_Missense
0.711481376,0.617663958,Common_Cancer_Missense
0.713723235,0.624929753,Common_Cancer_Missense
0.715965094,0.632207339,Common_Cancer_Missense
0.718206953,0.639545727,Common_Cancer_Missense
0.720448812,0.646906701,Common_Cancer_Missense
0.722690671,0.654353968,Common_Cancer_Missense
0.72493253,0.661815885,Common_Cancer_Missense
0.727174389,0.669321184,Common_Cancer_Missense
0.729416248,0.676840921,Common_Cancer_Missense
0.731658107,0.684394762,Common_Cancer_Missense
0.733899966,0.691970223,Common_Cancer_Missense
0.736141825,0.699587194,Common_Cancer_Missense
0.738383684,0.707218069,Common_Cancer_Missense
0.740625543,0.714870924,Common_Cancer_Missense
0.742867402,0.722533772,Common_Cancer_Missense
0.745109261,0.730209731,Common_Cancer_Missense
0.74735112,0.737896716,Common_Cancer_Missense
0.749592978,0.745595764,Common_Cancer_Missense
0.751834837,0.753297981,Common_Cancer_Missense
0.754076696,0.761003092,Common_Cancer_Missense
0.756318555,0.768706762,Common_Cancer_Missense
0.758560414,0.776409332,Common_Cancer_Missense
0.760802273,0.784106012,Common_Cancer_Missense
0.763044132,0.791798965,Common_Cancer_Missense
0.765285991,0.799472121,Common_Cancer_Missense
0.76752785,0.807134965,Common_Cancer_Missense
0.769769709,0.814778669,Common_Cancer_Missense
0.772011568,0.822414269,Common_Cancer_Missense
0.774253427,0.830024456,Common_Cancer_Missense
0.776495286,0.837626062,Common_Cancer_Missense
0.778737145,0.845171507,Common_Cancer_Missense
0.780979004,0.852702255,Common_Cancer_Missense
0.783220863,0.860191147,Common_Cancer_Missense
0.785462722,0.867671922,Common_Cancer_Missense
0.787704581,0.87510725,Common_Cancer_Missense
0.78994644,0.882536532,Common_Cancer_Missense
0.792188299,0.88986327,Common_Cancer_Missense
0.794430158,0.897182003,Common_Cancer_Missense
0.796672017,0.904431034,Common_Cancer_Missense
0.798913876,0.911676849,Common_Cancer_Missense
0.801155735,0.918852834,Common_Cancer_Missense
0.803397594,0.926020699,Common_Cancer_Missense
0.805639453,0.933067032,Common_Cancer_Missense
0.807881312,0.940102557,Common_Cancer_Missense
0.810123171,0.947048484,Common_Cancer_Missense
0.81236503,0.9539811,Common_Cancer_Missense
0.814606889,0.960839826,Common_Cancer_Missense
0.816848747,0.967671107,Common_Cancer_Missense
0.819090606,0.974390977,Common_Cancer_Missense
0.821332465,0.981079425,Common_Cancer_Missense
0.823574324,0.987669808,Common_Cancer_Missense
0.825816183,0.994231551,Common_Cancer_Missense
0.828058042,1.000722374,Common_Cancer_Missense
0.830299901,1.007166831,Common_Cancer_Missense
0.83254176,1.013518279,Common_Cancer_Missense
0.834783619,1.019810295,Common_Cancer_Missense
0.837025478,1.026004386,Common_Cancer_Missense
0.839267337,1.03215276,Common_Cancer_Missense
0.841509196,1.038238699,Common_Cancer_Missense
0.843751055,1.044262539,Common_Cancer_Missense
0.845992914,1.050215707,Common_Cancer_Missense
0.848234773,1.056075164,Common_Cancer_Missense
0.850476632,1.061845558,Common_Cancer_Missense
0.852718491,1.067552801,Common_Cancer_Missense
0.85496035,1.073209966,Common_Cancer_Missense
0.857202209,1.078794336,Common_Cancer_Missense
0.859444068,1.084330726,Common_Cancer_Missense
0.861685927,1.089734396,Common_Cancer_Missense
0.863927786,1.095065892,Common_Cancer_Missense
0.866169645,1.100317546,Common_Cancer_Missense
0.868411504,1.10553379,Common_Cancer_Missense
0.870653363,1.110664978,Common_Cancer_Missense
0.872895222,1.115765934,Common_Cancer_Missense
0.875137081,1.120707985,Common_Cancer_Missense
0.87737894,1.125605939,Common_Cancer_Missense
0.879620799,1.13040041,Common_Cancer_Missense
0.881862658,1.135173354,Common_Cancer_Missense
0.884104516,1.1398462,Common_Cancer_Missense
0.886346375,1.144504458,Common_Cancer_Missense
0.888588234,1.148994227,Common_Cancer_Missense
0.890830093,1.153468909,Common_Cancer_Missense
0.893071952,1.157808776,Common_Cancer_Missense
0.895313811,1.162142557,Common_Cancer_Missense
0.89755567,1.16636477,Common_Cancer_Missense
0.899797529,1.170578382,Common_Cancer_Missense
0.902039388,1.174637824,Common_Cancer_Missense
0.904281247,1.178682277,Common_Cancer_Missense
0.906523106,1.182588528,Common_Cancer_Missense
0.908764965,1.186479163,Common_Cancer_Missense
0.911006824,1.19027611,Common_Cancer_Missense
0.913248683,1.1940464,Common_Cancer_Missense
